"año","rol_establecimiento","id_vu","nombre_establecimiento","razon_social","rut_razon_social","ciiu4","ciiu6","region","rubro_vu","cantidad_toneladas","tratamiento_nivel_3","tratamiento_nivel_1","capitulo_ler","subcapitulo_ler","nombre_ler","nombre_establecimiento_trazabilidad","razon_social_trazabilidad","comuna_trazabilidad","id_comuna_trazabilidad","region_trazabilidad","rut","entrada_salida","capitulo ler","rut_razon_social_trazabilidad","tratamiento_nivel_2","categoria_residuo","rubro_vu_limpio"
2019,"Generador Industrial",381553,"MAIPÚ EXPRESS","EXPRESS DE SANTIAGO UNO S A","99577390-2","Transporte urbano y suburbano de pasajeros por vía terrestre","Transporte urbano y suburbano de pasajeros vía locomoción colectiva","Metropolitana de Santiago","Transporte de pasajeros",17923.63,"Reciclaje de Residuos voluminosos","Valorización","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Residuos voluminosos (incluidos muebles)","POLAMBIENTE SA","POLAMBIENTE S.A.","Lampa",13302,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Voluminosos","Transporte y Logística"
2019,"Generador Industrial",2272,"ACEROS CHILE SA","ACEROS CHILE S A","93926000-5","Industrias básicas de hierro y acero","Industrias básicas de hierro y acero","Metropolitana de Santiago","Industria manufacturera",17847.16,"Relleno sanitario","Eliminación","Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos","Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos","Residuos no especificados en otra categoría",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otros","Industria y Manufactura"
2019,"Generador Industrial",5480487,"Edificio Alameda 4719","EUROCORP S A","76001653-5","Construcción de edificios para uso residencial y no residencial","Construcción de edificios para uso residencial","Metropolitana de Santiago","Construcción",17312.5,"Sitio de Escombros de la Construcción","Eliminación","Residuos de la construcción y demolición","Otros residuos de construcción y demolición","Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Residuos de construcción","Construcción"
2019,"Generador Industrial",11626,"CERVECERA CCU CHILE LTDA. (2)","CERVECERA CCU CHILE LIMITADA","96989120-4","Elaboración de bebidas malteadas y de malta","Elaboración de bebidas malteadas y de malta","Metropolitana de Santiago","Industria manufacturera",16961.23,"Preparación para reutilización","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca","Residuos de tejidos de vegetales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Textiles","Industria y Manufactura"
2019,"Generador Industrial",5453362,"PLANTA TRATAMIENTO MAITENLAHUE","AGRICOLA SUPER LIMITADA","88680500-4","Actividades de apoyo a la ganadería","Actividades de apoyo a la ganadería","Valparaíso","Producción agropecuaria",16848,"Valorización","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca","Heces de animales, orina y estiércol (incluida paja podrida) y efluentes recogidos selectivamente y tratados fuera del lugar donde se generan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orgánicos","Agro, Pesca y Alimentos"
2019,"Generador Industrial",102426,"CERVECERA CCU CHILE LIMITADA","CERVECERA CCU CHILE LIMITADA","96989120-4","Elaboración de bebidas malteadas y de malta","Elaboración de bebidas malteadas y de malta","Araucanía","Industria manufacturera",16083.34,"Preparación para reutilización","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao)","Residuos de lavado, limpieza y reducción mecánica de materias primas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Residuos limpieza","Industria y Manufactura"
2019,"Generador Industrial",3146,"PLANTA FAENADORA","FAENADORA SAN VICENTE LIMITADA","78483600-2","Elaboración y conservación de carne","Elaboración y conservación de carne y productos cárnicos","Libertador Gral. Bernardo O'Higgins","Industria manufacturera",16077.77,"Co-procesamiento","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal","Materiales inadecuados para el consumo o la elaboración",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Residuos inadecuados para consumo","Industria y Manufactura"
2019,"Generador Industrial",5402318,"FORESTAL SANTA BLANCA LTDA","FORESTAL SANTA BLANCA S.A","79712980-1","Aserrado y acepilladura de madera","Aserrado y acepilladura de madera","Maule","Industria de la madera y silvicultura",16030,"Preparación para reutilización","Valorización","Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón","Residuos de la transformación de la madera y de la producción de tableros y muebles","Serrín, virutas, recortes, madera, tableros de partículas y chapas distintos de los mencionados en el código 03 01 04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Metales","Industria y Manufactura"
2019,"Generador Industrial",5463039,"FUNDACION OFTALMOLOGICA LOS ANDES","FUNDACION OFTALMOLOGICA LOS ANDES","71457900-2","Actividades de hospitales públicos y privados","Actividades de hospitales y clínicas privadas","Metropolitana de Santiago","Servicios de salud",16024,"Relleno sanitario","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Residuos municipales no especificados en otra categoría","PLANTA DE TRATAMIENTO INTEGRAL DE RESIDUOS CERROS LA LEONA","GESTION ECOLOGICA DE RESIDUOS S A","Tiltil",13303,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos municipales","Salud y Educación"
2019,"Generador Industrial",5478868,"BPS TORRE 8 Y 9","INMOBILIARIA BARRIO PARQUE SANTIAGO SPA","76965996-K","Actividades inmobiliarias realizadas con bienes propios o arrendados","Alquiler de bienes inmuebles amoblados o con equipos y maquinarias","Metropolitana de Santiago","Actividades inmobiliarias",16000,"Aplicación al Suelo","Valorización","Residuos de la construcción y demolición","Tierra (incluida la excavada de zonas contaminadas), piedras y lodos de drenaje","Tierra y piedras distintas de las especificadas en el código 17 05 03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Residuos de construcción","Comercio y Servicios Empresariales"
2019,"Generador Industrial",948269,"FORESTAL SANTA BLANCA","FORESTAL SANTA BLANCA S.A","79712980-1","Aserrado y acepilladura de madera","Aserrado y acepilladura de madera","Maule","Industria de la madera y silvicultura",15970,"Preparación para reutilización","Valorización","Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón","Residuos de la transformación de la madera y de la producción de tableros y muebles","Serrín, virutas, recortes, madera, tableros de partículas y chapas distintos de los mencionados en el código 03 01 04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Metales","Industria y Manufactura"
2019,"Generador Industrial",2886,"CARTULINAS CMPC PLANTA MAULE","CARTULINAS CMPC SPA","96731890-6","Fabricación de pasta de madera, papel y cartón","Fabricación de papel y cartón para su posterior uso industrial n.c.p.","Maule","Industria del papel y celulosa",15812,"Incineración con recuperación de energía","Valorización","Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón","Residuos de la producción y transformación de pasta de papel, papel y cartón","Lodos del tratamiento in situ de efluentes, distintos de los especificados en el código 03 03 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lodos","Industria y Manufactura"
2019,"Generador Industrial",3006,"PLANTA AGROZZI TENO","EMPRESAS CAROZZI S A","96591040-9","Elaboración y conservación de frutas, legumbres y hortalizas","Elaboración y conservación de frutas, legumbres y hortalizas","Maule","Industria manufacturera",15573.94,"Compostaje","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas","Materiales inadecuados para el consumo o la elaboración","PLANTA COMPOSTAJE CHIMBARONGO","AGROORGANICOS MOSTAZAL LIMITADA","Chimbarongo",6303,"Libertador Gral. Bernardo O'Higgins",NA,NA,NA,NA,NA,"Residuos inadecuados para consumo","Industria y Manufactura"
2019,"Generador Industrial",3522,"CMPC CELULOSA PLANTA SANTA FE","CMPC PULP SPA","96532330-9","Fabricación de pasta de madera, papel y cartón","Fabricación de celulosa y otras pastas de madera","Biobío","Industria del papel y celulosa",15399,"Aplicación al Suelo","Valorización","Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón","Residuos de la producción y transformación de pasta de papel, papel y cartón","Residuos de lodos calizos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lodos","Industria y Manufactura"
2019,"Generador Industrial",5466067,"DATALUNA 2100","WORLEY INGENIERIA Y CONSTRUCCION CHILE S.A.","96588850-0","Otras actividades de telecomunicaciones","Otras actividades de telecomunicaciones n.c.p.","Metropolitana de Santiago","Telecomunicaciones",15368,"Sitio de Escombros de la Construcción","Eliminación","Residuos de la construcción y demolición","Otros residuos de construcción y demolición","Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Residuos de construcción","Ciencia, Tecnología y Comunicaciones"
2019,"Generador Industrial",5457621,"VINICOLA PATACON","VINICOLA PATACON SPA","89069300-8","Elaboración de vinos","Elaboración de vinos","Maule","Industria manufacturera",15118.15,"Preparación para reutilización","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao)","Residuos no especificados en otra categoría","VINICAS","INDUSTRIAS VINICAS S A","Curicó",7301,"Maule",NA,NA,NA,NA,NA,"Otros","Industria y Manufactura"
2019,"Generador Industrial",245308,"FORESTAL RIO CLARO LIMITADA","FORESTAL RIO CLARO LIMITADA","76080970-5","Aserrado y acepilladura de madera","Aserrado y acepilladura de madera","Maule","Industria de la madera y silvicultura",15000,"Preparación para reutilización","Valorización","Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón","Residuos de la transformación de la madera y de la producción de tableros y muebles","Serrín, virutas, recortes, madera, tableros de partículas y chapas distintos de los mencionados en el código 03 01 04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Metales","Industria y Manufactura"
2019,"Generador Industrial",82672,"VIDRIOS LIRQUEN","VIDRIOS LIRQUEN S A","90687000-2","Fabricación de vidrio y productos de vidrio","Fabricación de vidrio plano","Biobío","Industria manufacturera",14667,"Reciclaje de vidrio","Valorización","Residuos de procesos térmicos","Residuos de la fabricación del vidrio y sus derivados","Residuos de vidrio distintos de los especificados en el código 10 11 11","VIDRIOS LIRQUEN","VIDRIOS LIRQUEN S A","Penco",8107,"Biobío",NA,NA,NA,NA,NA,"Vidrio","Industria y Manufactura"
2019,"Generador Industrial",85018,"PLANTA VALDIVIA","CELULOSA ARAUCO Y CONSTITUCION S A","93458000-1","Fabricación de pasta de madera, papel y cartón","Fabricación de celulosa y otras pastas de madera","Los Ríos","Industria del papel y celulosa",14476,"Depósito de Seguridad","Eliminación","Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón","Residuos de la producción y transformación de pasta de papel, papel y cartón","Lodos de lejías verdes (procedentes de la recuperación de lejías de cocción)","PLANTA VALDIVIA","CELULOSA ARAUCO Y CONSTITUCION S A","Mariquina",14106,"Los Ríos",NA,NA,NA,NA,NA,"Lodos","Industria y Manufactura"
2019,"Generador Industrial",11626,"CERVECERA CCU CHILE LTDA. (2)","CERVECERA CCU CHILE LIMITADA","96989120-4","Elaboración de bebidas malteadas y de malta","Elaboración de bebidas malteadas y de malta","Metropolitana de Santiago","Industria manufacturera",14424.11,"Preparación para reutilización","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca","Residuos de tejidos de vegetales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Textiles","Industria y Manufactura"
2019,"Generador Industrial",5452085,"COMPLEJO TERMOELECTRICO SANTA MARIA","COLBUN S A","96505760-9","Generación, transmisión y distribución de energía eléctrica","Generación de energía eléctrica en centrales termoeléctricas","Biobío","Termoeléctricas",14389,"Co-procesamiento","Valorización","Residuos de procesos térmicos","Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19)","Cenizas volantes de carbón","PLANTA POLPAICO MEJILLONES","PLANTAS POLPAICO DEL PACIFICO LIMITADA","Mejillones",2102,"Antofagasta",NA,NA,NA,NA,NA,"Cenizas","Energía y Suministro"
2019,"Generador Industrial",102426,"CERVECERA CCU CHILE LIMITADA","CERVECERA CCU CHILE LIMITADA","96989120-4","Elaboración de bebidas malteadas y de malta","Elaboración de bebidas malteadas y de malta","Araucanía","Industria manufacturera",14213.32,"Preparación para reutilización","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao)","Residuos de lavado, limpieza y reducción mecánica de materias primas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Residuos limpieza","Industria y Manufactura"
2019,"Generador Industrial",5441703,"SUGAL CHILE PLANTA TILCOCO","SUGAL CHILE LIMITADA","76216511-2","Elaboración y conservación de frutas, legumbres y hortalizas","Elaboración y conservación de frutas, legumbres y hortalizas","Libertador Gral. Bernardo O'Higgins","Industria manufacturera",13906.02,"Relleno sanitario","Eliminación","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca","Residuos de tejidos de vegetales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Textiles","Industria y Manufactura"
